stargate_id,solar_system_id,destination_stargate_id,destination_system_id,type_id,planet_id,lagrange_point,x,y,z
50002793,30016906,50002794,30016907,79787,40181379,5,102843089594.192,-74326596751.504,327627605157.402
50002794,30016907,50002793,30016906,79881,40181386,3,-1205229513439.6,5475660307.28025,513621406926.604
50002795,30016907,50002796,30016909,79881,40181386,5,157789710390.967,-6482314609.45264,-1300567375981.33
50002796,30016909,50002795,30016907,79881,40181393,5,-1969984617792.92,-489354259646.931,-2072739238831.28
50002797,30016917,50002798,30016919,79787,40181455,5,-8144750540.44343,-441737504.718626,-4749962594.84341
50002798,30016919,50002797,30016917,79787,40181474,3,-670136854610.923,20082408069.9806,499271590283.695
50002799,30016915,50002800,30016919,79881,40181447,2,45604925408.3367,-2689646248.72529,2980741494.28244
50002800,30016919,50002799,30016915,79787,40181474,5,-82320305527.7946,-223444093912.08,-801283303257.806
50002801,30016925,50002802,30016929,79881,40181534,5,-1343382606125.58,21126094045.9736,-1431496302692.21
50002802,30016929,50002801,30016925,79787,40181557,4,3670691282.58748,-1317107488.48657,8576649364.84009
50002803,30016905,50002804,30016908,79787,40181373,2,703045048685.813,-78962033382.812,-129551257118.397
50002804,30016908,50002803,30016905,79787,40181389,3,-16103783529.689,-12301282469.0498,131246832293.667
50002805,30016921,50002806,30016922,79787,40181491,5,84179700821.174,-2610307685.98008,-124559244742.535
50002806,30016922,50002805,30016921,79787,40181507,3,-440696081331.497,5512276212.36782,215086113582.875
50002807,30016895,50002808,30016897,79787,40181255,4,-375349779962.619,44741033614.1575,-132519837921.574
50002808,30016897,50002807,30016895,79881,40181284,2,-2119479494695.95,-48557627844.5159,-1554477813593.11
50002809,30016910,50002810,30016925,79881,40181407,4,591992166431.292,96788410402.4293,-177655744997.059
50002810,30016925,50002809,30016910,79787,40181534,3,-555078662390.38,218711760750.665,1870389704628.45
50002811,30016909,50002812,30016929,79787,40181393,4,2770621808901.56,-747156402375.006,-426575949152.407
50002812,30016929,50002811,30016909,79881,40181557,5,5672973324.32765,809169683.5782,-7478654895.12304
50002813,30016917,50002814,30016918,79881,40181455,4,8154496946.91962,-1677105476.54439,-4448115871.32838
50002814,30016918,50002813,30016917,79787,40181462,4,294643547920.028,-18911999227.4175,1995511522029.29
50002815,30016902,50002816,30016908,79881,40181347,5,116456147177.869,-5615466650.2631,-1302659096275.59
50002816,30016908,50002815,30016902,79787,40181389,2,16130909562.9676,12322003375.8485,-131467911143.488
50002817,30016921,50002818,30016924,79881,40181491,2,151017854795.025,4409409649.04315,10557938277.4392
50002818,30016924,50002817,30016921,79787,40181522,2,91836356961.1402,3798859142.58361,493782749269.556
50002819,30016922,50002820,30016923,79881,40181507,5,36290795884.4902,53713165432.7617,-486110410852.748
50002820,30016923,50002819,30016922,79881,40181512,4,12163983667.0106,-3973539194.87573,45348501398.9979
50002821,30016902,50002822,30016926,79881,40181347,4,1069369062381.16,-32095633775.5902,752285828329.456
50002822,30016926,50002821,30016902,79881,40181536,2,-7181833382.51409,2154067520.00622,-70550951902.5738
50002823,30016913,50002824,30016926,79787,40181430,5,3045703265.07032,311515923.775115,7284454548.61115
50002824,30016926,50002823,30016913,79881,40181536,3,7171343846.51297,-2150921363.92092,70447907636.5097
50002825,30016901,50002826,30016903,79881,40181332,4,1103515838231.75,-137608579201.165,-830137800577.843
50002826,30016903,50002825,30016901,79881,40181353,4,-331527301216.589,42590242655.6073,102988978028.181
50002827,30016918,50002828,30016919,79881,40181462,5,1575978921232.81,143862779758.328,-1250932715627.58
50002828,30016919,50002827,30016918,79787,40181474,4,752457160138.717,203361685842.099,302011712974.11
50002829,30016896,50002830,30016916,79881,40181271,2,-539471282172.848,-109904310435.351,-234508719190.762
50002830,30016916,50002829,30016896,79881,40181450,5,-212102731674.376,12861317744.7612,259149964681.787
50002831,30016895,50002832,30016899,79787,40181255,5,70721207224.5643,-37207026359.4302,392510984416.741
50002832,30016899,50002831,30016895,79881,40181313,3,-1363196279091.6,61661126799.0607,-566305822820.594
50002833,30016899,50002834,30016918,79787,40181313,4,194263686445.669,40702061508.6002,1464040107772.09
50002834,30016918,50002833,30016899,79787,40181462,2,1941625286388.49,129693510600.6,772840625010.364
50002835,30016897,50002836,30016899,79787,40181284,3,1944070813288.89,44538985770.4706,1425828820176.92
50002836,30016899,50002835,30016897,79787,40181313,5,1168932592645.93,-102363188307.661,-897734284951.498
50002837,30016998,50002838,30017000,79881,40182238,5,-501681389767.722,208157217540.853,3374978075408.87
50002838,30017000,50002837,30016998,79881,40182270,4,-830579803609.75,-81452785473.0903,-1721538957.08512
50002839,30017009,50002840,30017012,79881,40182351,4,117615633999.838,-9895387998.64459,-20107130752.0889
50002840,30017012,50002839,30017009,79881,40182374,3,-399025795662.19,-120382269532.747,280876630112.807
50002841,30017000,50002842,30017009,79881,40182270,2,-414749123920.8,-82886896563.9179,724276805303.735
50002842,30017009,50002841,30017000,79881,40182351,5,-76095372347.8661,7167722042.55235,-92161656017.4002
50002843,30017011,50002844,30017012,79881,40182368,4,20101123380.7185,-1957523751.76559,-14706771945.7222
50002844,30017012,50002843,30017011,79881,40182374,5,-27158768400.5911,-29698953476.036,-500984561864.552
50002845,30016983,50002846,30017011,79787,40182075,2,-14053029496.8625,-14988793386.1632,74258300648.7504
50002846,30017011,50002845,30016983,79881,40182368,5,-22817506818.7342,1113106022.35096,-10114276001.232
50002847,30016986,50002848,30017001,79881,40182102,3,-134385072176.67,-5345699766.25437,112989298027.219
50002848,30017001,50002847,30016986,79787,40182296,5,-794075999944.199,-10146599230.7397,79656000107.8763
50002849,30016983,50002850,30017008,79787,40182075,3,14025397876.3421,14959321829.799,-74112291050.9998
50002850,30017008,50002849,30016983,79881,40182342,3,-66060336700.1024,-4209078789.28815,61057382411.9713
50002851,30016985,50002852,30016990,79881,40182100,3,368879120682.256,68376291150.0563,-59920654900.7218
50002852,30016990,50002851,30016985,79881,40182150,3,-783808722722.121,-133582223485.089,-223358759226.027
50002853,30016998,50002854,30016999,79787,40182238,3,3178115824378.08,-158160628130.181,-1249021887755.09
50002854,30016999,50002853,30016998,79881,40182255,3,-1548652009133.28,-132788846787.495,82692467415.8572
50002855,30016990,50002856,30016992,79881,40182150,4,211328624599.543,-21411387702.3051,798104770359.769
50002856,30016992,50002855,30016990,79881,40182174,2,-2066215943441.09,-87021629225.9006,312940086798.213
50002857,30017009,50002858,30017011,79787,40182351,2,43314675843.312,-2845549666.50507,-117120796275.409
50002858,30017011,50002857,30017009,79881,40182368,2,-2938641271.2312,-913509026.409673,-26851936612.2362
50002859,30016991,50002860,30016996,79787,40182154,4,-519403905297.165,-53626872886.8772,34661480287.0834
50002860,30016996,50002859,30016991,79881,40182218,5,-22263546385.0044,-9739481946.18911,-23073439684.4253
50002861,30017008,50002862,30017012,79881,40182342,5,-19486552245.4295,16515255395.321,-86355133008.9909
50002862,30017012,50002861,30017008,79881,40182374,2,400654098664.916,120873512988.9,-282022802278.066
50002863,30016990,50002864,30017016,79787,40182150,5,572480098122.578,154993611187.394,-574746011133.742
50002864,30017016,50002863,30016990,79787,40182407,4,-36748912867.4997,5597385397.27426,7084365184.04599
50002865,30016988,50002866,30017000,79787,40182117,4,-340350253940.446,26433159154.0474,131326071294.584
50002866,30017000,50002865,30016988,79787,40182270,3,412691204563.642,82475624932.3321,-720683058694.977
50002867,30016999,50002868,30017000,79881,40182255,5,721523620746.378,-146096266651.679,-1371442128916.31
50002868,30017000,50002867,30016999,79787,40182270,5,417888599046.108,-1022839459.24175,722404597652.063
50002869,30016999,50002870,30017006,79787,40182255,2,1572543863856.9,134837448938.045,-83968206837.358
50002870,30017006,50002869,30016999,79881,40182334,5,-667153341468.343,108508635085.101,-356275435557.426
50002871,30017010,50002872,30017012,79787,40182363,5,-1016783321081.88,-17949643993.6157,73411039123.0844
50002872,30017012,50002871,30017010,79787,40182374,4,426184564062.781,150081223008.783,220107931751.745
50002873,30016985,50002874,30016992,79787,40182100,2,-369642304683.488,-68517756710.2995,60044626366.1682
50002874,30016992,50002873,30016985,79787,40182174,4,-1224200169790.7,-104382898172.401,-1536753555822.52
50002875,30016990,50002876,30016991,79881,40182150,2,784755494493.487,133743579023.354,223628556897.311
50002876,30016991,50002875,30016990,79881,40182154,2,-231254985596.235,-117979230149.376,481485803411.664
50002877,30016998,50002878,30017010,79787,40182238,2,-3182933647585.78,158400389670.306,1250915326185.36
50002878,30017010,50002877,30016998,79881,40182363,2,-595800397356.083,100503266361.437,-870277557332.268
50002879,30017009,50002880,30017010,79881,40182351,3,-41520261651.9724,2727665956.09225,112268786769.489
50002880,30017010,50002879,30017009,79881,40182363,4,443407108212.335,114670261339.73,-910933894399.58
50002881,30016986,50002882,30017002,79881,40182102,2,143195389471.654,5696165114.38847,-120396903280.045
50002882,30017002,50002881,30016986,79881,40182303,2,-60878665888.4332,5972948090.78196,-16578578589.6691
50002883,30016988,50002884,30016996,79881,40182117,2,-54938825629.2613,48076696543.3378,361439049617.681
50002884,30016996,50002883,30016988,79881,40182218,3,-9952485642.66684,5886989077.60954,31451518472.4174
50002885,30017001,50002886,30017002,79787,40182296,2,-467543905470.914,-29306357635.5994,-650120292635.754
50002886,30017002,50002885,30017001,79787,40182303,5,-43191711103.3422,3972941305.69179,43125121803.6652
50002887,30019367,50002888,30019372,79787,40206000,4,-334409141669.193,-99627541261.9657,209005032416.016
50002888,30019372,50002887,30019367,79787,40206044,3,-85103436962.6426,15600153014.1118,-18096742000.3237
50002889,30019371,50002890,30019397,79787,40206042,5,-472996297504.938,242539820893.835,1300645065562.64
50002890,30019397,50002889,30019371,79881,40206302,3,-587165841668.135,-107645958909.979,-339247239277.477
50002891,30019390,50002892,30019410,79787,40206236,2,417498021426.445,22043178319.1929,-560690707022.919
50002892,30019410,50002891,30019390,79881,40206417,3,-9068941711.15335,-1298649423.49879,-1545279477.55097
50002893,30019391,50002894,30019393,79787,40206241,2,101121126317.295,18479490480.2168,-805654889600.356
50002894,30019393,50002893,30019391,79787,40206253,3,-4333092073235.39,464357498060.778,1746218071664.39
50002895,30019394,50002896,30019398,79881,40206257,3,-2823673791.91672,2590973211.62894,-16441190457.3446
50002896,30019398,50002895,30019394,79881,40206308,3,-641183772641.947,-251138584565.666,-1123446842163.01
50002897,30019408,50002898,30019409,79787,40206412,3,332135091534.855,17816066641.5413,5756177090.10641
50002898,30019409,50002897,30019408,79881,40206414,3,-80221224141.0812,-2562138553.6615,-29000887767.6096
50002899,30019396,50002900,30019403,79787,40206292,2,-848863885767.693,56763457104.4204,1070239134111.14
50002900,30019403,50002899,30019396,79787,40206369,5,-84740267787.3404,-1672887671.06031,-21866174452.7592
50002901,30019410,50002902,30019413,79881,40206417,4,3171433944.81872,732623505.810816,8702031503.13627
50002902,30019413,50002901,30019410,79881,40206450,5,-442537830676.909,36064708127.5102,-454195712581.938
50002903,30019379,50002904,30019389,79787,40206108,4,554700938563.604,11747927241.2149,16252102738.045
50002904,30019389,50002903,30019379,79787,40206231,4,-2958108657934.79,10947504190.6568,3179958862873.25
50002905,30019382,50002906,30019385,79881,40206148,5,-591132687688.124,103181052419.59,-26880755993.0984
50002906,30019385,50002905,30019382,79787,40206181,3,-2803279979137.42,-325632995293.847,-824489511874.654
50002907,30019382,50002908,30019394,79787,40206148,2,-277025150224.073,28095295993.901,-534579225996.846
50002908,30019394,50002907,30019382,79787,40206257,4,-12940184754.0984,-3014579910.68928,10414554527.827
50002909,30019412,50002910,30019413,79881,40206441,4,-143224601576.336,-3456880806.57862,1626218474459.07
50002910,30019413,50002909,30019412,79787,40206450,3,-171201717374.853,8458437493.4934,611598370569.634
50002911,30019405,50002912,30019407,79881,40206384,5,-1607414721073.61,494882329897.965,2641534474524.29
50002912,30019407,50002911,30019405,79787,40206402,3,-929425665912.364,-59542018455.9574,452339680668.571
50002913,30019366,50002914,30019379,79787,40205997,5,-355407682285.28,-39228549764.3422,-193750456762.358
50002914,30019379,50002913,30019366,79787,40206108,3,-292292041360.988,37679100392.863,470362545098.806
50002915,30019388,50002916,30019392,79787,40206220,2,-66369146989.0243,13878339767.2578,363843712907.617
50002916,30019392,50002915,30019388,79881,40206246,5,-4842785199400.16,489862717188.629,-123263740948.107
50002917,30019389,50002918,30019413,79787,40206231,2,1283060287319.02,157468144116.671,4182485115987.94
50002918,30019413,50002917,30019389,79787,40206450,2,172945860631.853,-8544609098.2252,-617829120998.88
50002919,30019405,50002920,30019409,79881,40206384,4,-1471937692118.49,61127272755.669,-2763341794479.29
50002920,30019409,50002919,30019405,79787,40206414,4,14908873855.3991,9624424965.77812,83475486056.7648
50002921,30019406,50002922,30019408,79881,40206388,2,-105954400008.062,56330418266.5578,411573074073.366
50002922,30019408,50002921,30019406,79787,40206412,2,-333032068783.601,-17864181420.2771,-5771722451.07901
50002923,30019407,50002924,30019409,79881,40206402,4,851089128252.285,113002641240.526,578676253158.212
50002924,30019409,50002923,30019407,79881,40206414,5,65312350285.6821,-7062286412.11662,-54474598289.1552
50002925,30019387,50002926,30019388,79881,40206204,2,2318474878521.77,268912013251.343,-295261446022.539
50002926,30019388,50002925,30019387,79787,40206220,4,-347895961617.041,1254919403.3749,124409384716.386
50002927,30019413,50002928,30019415,79787,40206450,4,613739548051.762,-44523145621.0036,-157402657987.696
50002928,30019415,50002927,30019413,79787,40206457,3,-260113941724.796,53043763159.2363,-354070192371.679
50002929,30019395,50002930,30019396,79881,40206266,5,20127443639.4852,217968280083.445,1256082974396.2
50002930,30019396,50002929,30019395,79787,40206292,4,-1207477423526.52,101812710524.432,-180578712567.322
50002931,30019386,50002932,30019393,79787,40206187,4,-930172837816.952,-390981103845.917,400162850263.767
50002932,30019393,50002931,30019386,79881,40206253,5,601879797033.419,-1140384788103.42,-4514183824340.04
50002933,30019391,50002934,30019392,79881,40206241,5,-640454048669.857,-3144183074.24502,-485580442472.658
50002934,30019392,50002933,30019391,79787,40206246,2,-2260115244785.94,1054264558204.06,-4244419375545.65
50002935,30019388,50002936,30019411,79881,40206220,5,281640495003.322,12599648853.4005,238811118586.885
50002936,30019411,50002935,30019388,79787,40206423,3,-1191813523783.29,-60354487452.9975,108436503735.076
50002937,30019371,50002938,30019386,79787,40206042,3,1382239624077.3,-59131538486.617,-245246267111.029
50002938,30019386,50002937,30019371,79881,40206187,2,-24362478433.8182,-432974822043.066,1005557949590.85
50002939,30019382,50002940,30019386,79787,40206148,3,276070188667.45,-27998445843.0232,532736423603.693
50002940,30019386,50002939,30019382,79787,40206187,3,24148331573.0658,429168961355.401,-996719067340.241
50002941,30019386,50002942,30019395,79787,40206187,5,906024506243.886,-38187857509.4844,596556217076.474
50002942,30019395,50002941,30019386,79881,40206266,4,-1111743881379.47,-177353295834.188,-598524080008.549
50002943,30019390,50002944,30019411,79881,40206236,4,687458523264.288,96344110653.1957,79866242205.2826
50002944,30019411,50002943,30019390,79881,40206423,5,496755637825.28,143379175180.408,-1080970334183.2
50002945,30019385,50002946,30019387,79787,40206181,4,712649925983.723,-81366295339.7693,2851264290315.11
50002946,30019387,50002945,30019385,79787,40206204,3,-2218734859941.38,-257343507831.401,282559396763.701
50002947,30019402,50002948,30019412,79787,40206367,2,751220366205.623,150131842296.204,-491474041410.384
50002948,30019412,50002947,30019402,79787,40206441,3,-1335876667411.43,-47429209285.7273,-937174350249.662
50002949,30019369,50002950,30019372,79787,40206029,5,1983235293800.24,243789177989.767,1167376792964.14
50002950,30019372,50002949,30019369,79787,40206044,4,27064462202.5924,-5367573938.36383,83977115118.615
50002951,30019406,50002952,30019409,79787,40206388,3,105768874565.608,-56231784082.6853,-410852412386.228
50002952,30019409,50002951,30019406,79787,40206414,2,81340521943.8634,2597887148.67787,29405526693.3374
50002953,30019366,50002954,30019376,79787,40205997,4,347547406691.327,2346511440.10172,-211182464295.274
50002954,30019376,50002953,30019366,79881,40206085,4,-29029534841.6085,-87840478.8502424,23335756610.7603
50002955,30019402,50002956,30019414,79881,40206367,4,795656229452.263,137902673756.566,416820336312.601
50002956,30019414,50002955,30019402,79881,40206453,3,-11124569780.2515,1754390870.38392,-16819997648.2119
50002957,30019364,50002958,30019378,79881,40205985,2,-106369628087.1,27418278413.124,119079523120.691
50002958,30019378,50002957,30019364,79787,40206093,4,-170533046130.075,-26666294869.5907,202074835303.785
50002959,30019371,50002960,30019402,79881,40206042,2,-1386574812853.96,59316995752.8746,246015445512.646
50002960,30019402,50002959,30019371,79787,40206367,3,-750043686399.911,-149896682128.866,490704217260.807
50002961,30019410,50002962,30019411,79881,40206417,5,5897507766.33463,566025917.687975,-7156752025.5853
50002962,30019411,50002961,30019410,79787,40206423,4,695057885958.011,-83024687727.4105,972533830448.12
50002963,30019396,50002964,30019397,79787,40206292,5,446806811858.426,-50946730289.019,1139624644930.43
50002964,30019397,50002963,30019396,79881,40206302,4,-12356812660.5164,137472558796.274,672598447967.11
50002965,30019366,50002966,30019405,79881,40205997,2,-7887605805.54793,-37010277328.0037,-406340874542.493
50002966,30019405,50002965,30019366,79787,40206384,2,-3100093057741.98,559754545092.035,-122627739961.476
50002967,30019398,50002968,30019403,79787,40206308,4,-642051510780.709,-47083761795.4631,1149727360291.32
50002968,30019403,50002967,30019398,79881,40206369,2,-23895257040.9581,-10569411587.0123,-85465408872.3914
50002969,30019407,50002970,30019415,79787,40206402,5,78336537660.0794,-53460622784.5689,-1031015933826.78
50002970,30019415,50002969,30019407,79881,40206457,4,-176956833447.848,-6608326424.91255,405562835740.398
50002971,30019371,50002972,30019395,79787,40206042,4,-909243326572.357,-183408282407.218,-1055398798451.61
50002972,30019395,50002971,30019371,79787,40206266,2,-1124198693430.18,41827248700.3156,677185524481.887
50002973,30019379,50002974,30019408,79787,40206108,5,-262408897202.615,-49427027634.0779,-486614647836.851
50002974,30019408,50002973,30019379,79881,40206412,5,-169491294607.407,-37688787833.3743,283754332404.091
50002975,30019387,50002976,30019391,79787,40206204,5,886468365724.373,-65628637359.4089,-2068505883716.52
50002976,30019391,50002975,30019387,79881,40206241,3,-100068085683.175,-18287051421.4148,797265076643.129
50002977,30021450,50002978,30021455,79881,40227806,4,653649807060.707,-6651382147.68626,-98178009890.6955
50002978,30021455,50002977,30021450,79881,40227881,5,-129962777547.453,8951525146.91364,-13179285261.5508
50002979,30021477,50002980,30021481,79787,40228146,2,-697960437773.347,-118706227547.646,-834997232133.134
50002980,30021481,50002979,30021477,79787,40228189,2,-2420217568069.71,-88969535675.5209,722090968526.299
50002981,30021447,50002982,30021458,79881,40227790,5,718558856062.195,25520141393.0354,-3257557325184.71
50002982,30021458,50002981,30021447,79881,40227942,5,-1354833103253.1,-106278931941.143,-376115922472.913
50002983,30021475,50002984,30021477,79787,40228132,3,-442906348351.813,100127774227.804,460178133160.055
50002984,30021477,50002983,30021475,79881,40228146,5,-886880930980.273,-7126313447.91825,152417881281.331
50002985,30021448,50002986,30021450,79881,40227792,3,1204509184247.92,-143786129518.727,863909682598.586
50002986,30021450,50002985,30021448,79787,40227806,5,-411895679522.618,-1136455563.74556,-516993124171.323
50002987,30021465,50002988,30021466,79787,40228004,3,-131918450445.223,50502597177.0144,-1373029255207.3
50002988,30021466,50002987,30021465,79881,40228013,3,-7383118155.04886,402643745.375633,-1520347917.83181
50002989,30021465,50002990,30021484,79881,40228004,2,151149457797.165,-57864841156.7267,1573188790224.64
50002990,30021484,50002989,30021465,79787,40228239,3,-841619150680.571,-120205260463.156,-950884479544.089
50002991,30021466,50002992,30021467,79881,40228013,2,7440388813.64611,-405767042.604996,1532141217.72525
50002992,30021467,50002991,30021466,79787,40228022,2,-214787345332.637,-1333799748.62861,-96827480416.1253
50002993,30021443,50002994,30021444,79787,40227727,5,-2121754640.72028,68806832.3964669,-271081078.894095
50002994,30021444,50002993,30021443,79787,40227734,2,-1215789377566.87,-137733130607.385,-157560786591.557
50002995,30021475,50002996,30021479,79787,40228132,5,-184284049081.795,-75570528074.0402,-615047968341.864
50002996,30021479,50002995,30021475,79787,40228158,3,-197608694863.433,73776146931.282,66323690570.9882
50002997,30021443,50002998,30021462,79881,40227727,2,-842207933.382025,108461580.683735,-2016187895.007
50002998,30021462,50002997,30021443,79787,40227979,4,-22557953224.3869,-1111957798.46095,16156796840.3342
50002999,30021457,50003000,30021464,79787,40227930,2,2783334069714.79,6323179726.52586,-3563183739452.08
50003000,30021464,50002999,30021457,79881,40228001,3,-152278156640.474,1316370263.8399,-107084914846.44
50003001,30021476,50003002,30021477,79787,40228143,5,474302288762.778,-136700522813.44,-281784066368.678
50003002,30021477,50003001,30021476,79881,40228146,4,313136438138.377,-90453779399.1429,-838810744755.04
50003003,30021453,50003004,30021469,79787,40227863,2,-1063124455029.97,-320754934802.428,-1750963780580.2
50003004,30021469,50003003,30021453,79881,40228044,3,-12014296691.4366,-2222373499.2899,1152847637.31885
50003005,30021456,50003006,30021458,79881,40227899,3,2278405871640.72,-50556270227.3503,-262516842950.794
50003006,30021458,50003005,30021456,79787,40227942,2,-374685388166.019,-1274034902.65519,-1441024827722.44
50003007,30021447,50003008,30021464,79787,40227790,2,3186575967824.3,-134392568946.073,-1011381080984.49
50003008,30021464,50003007,30021447,79881,40228001,4,-15994554259.2955,-20752390678.8792,184312401436.581
50003009,30021483,50003010,30021485,79787,40228223,3,-1306174306291.1,-240280927350.298,769733471654.483
50003010,30021485,50003009,30021483,79881,40228254,5,-631210754518.096,85635223455.8691,299306152074.621
50003011,30021476,50003012,30021479,79881,40228143,2,485796678644.413,-95757729562.2045,286974589738.993
50003012,30021479,50003011,30021476,79881,40228158,5,39946003625.0523,-30817894843.5888,-215280101784.648
50003013,30021452,50003014,30021454,79787,40227848,4,-1640885303290.31,340441915882.617,-2463135642535.01
50003014,30021454,50003013,30021452,79881,40227875,3,-665481215956.222,-105977612309.555,-114235197139.579
50003015,30021440,50003016,30021443,79787,40227721,2,143215387895.447,-20521147033.5352,360652610924.08
50003016,30021443,50003015,30021440,79881,40227727,3,823881025.661148,-106101397.050141,1972314537.80487
50003017,30021448,50003018,30021456,79787,40227792,5,-1355868763974.67,45302194117.4249,614348737894.921
50003018,30021456,50003017,30021448,79787,40227899,2,-2458872561190.71,54560702816.5952,283310129251.593
50003019,30021441,50003020,30021444,79881,40227723,3,-6176056158.56022,-547032305.770451,4532891747.81946
50003020,30021444,50003019,30021441,79881,40227734,5,-702912865395.69,-375552108380.667,936888590977.879
50003021,30021481,50003022,30021482,79787,40228189,4,-1826790053736.08,-131997187620.187,-1730128067362.22
50003022,30021482,50003021,30021481,79787,40228207,2,-2375839755868.64,-716693527.844692,341925674928.343
50003023,30021450,50003024,30021458,79881,40227806,2,259559647838.068,-8361422551.0205,-660479324772.335
50003024,30021458,50003023,30021450,79881,40227942,3,354841020062.188,1206558512.10479,1364704191713.51
50003025,30021482,50003026,30021483,79787,40228207,4,-1481427390217.27,2900818821.87456,-1883254952677.69
50003026,30021483,50003025,30021482,79787,40228223,5,-22031957091.2019,121538246576.663,-1530051929620.18
50003027,30021440,50003028,30021461,79787,40227721,5,380511451468.142,39395501547.2085,59726211086.9553
50003028,30021461,50003027,30021440,79787,40227976,5,-2884176057.08269,386991566.397588,179961754.063586
50003029,30021452,50003030,30021453,79881,40227848,5,-1314391923165.73,-28078345159.5079,2673392591637.1
50003030,30021453,50003029,30021452,79881,40227863,5,-2057287023529.33,58618727382.5467,19758008559.0703
50003031,30021445,50003032,30021448,79881,40227740,2,-209901657653.318,-16782055305.1601,361395391617.704
50003032,30021448,50003031,30021445,79881,40227792,2,-1207276700521.25,144116496823.955,-865894627285.224
50003033,30021478,50003034,30021481,79881,40228155,3,-2289627027.82441,-330551651.571618,3235305405.90107
50003034,30021481,50003033,30021478,79787,40228189,5,-586054257619.889,43298699983.8562,2450019166690.04
50003035,30021450,50003036,30021453,79881,40227806,3,-241754127538.09,7787837711.43182,615171134062.018
50003036,30021453,50003035,30021450,79881,40227863,4,1001948149549.63,-377024677049.359,-1757898953237.72
50003037,30021451,50003038,30021454,79787,40227830,5,4958640814053.42,-427746019571.965,-1346897782553.06
50003038,30021454,50003037,30021451,79787,40227875,4,228934246985.129,77235555104.612,639351204700.483
50003039,30021452,50003040,30021455,79787,40227848,3,2955277226456.04,-312363570723.109,-210256949102.086
50003040,30021455,50003039,30021452,79881,40227881,2,-53967205312.2565,345543994.8703,-119661538058.065
50003041,30021453,50003042,30021454,79881,40227863,3,1055338873979.71,318405949666.812,1738140944678.65
50003042,30021454,50003041,30021453,79787,40227875,5,436546968971.093,28742057204.9431,-525116007560.904
50003043,30021465,50003044,30021483,79787,40228004,5,1255814137634.64,-29156747782.2871,572051624698.64
50003044,30021483,50003043,30021465,79881,40228223,2,1395917565270.65,256789898157.013,-822619514473.729
50003045,30021441,50003046,30021457,79881,40227723,5,-866031790.443193,936399625.199591,-7573847522.53198
50003046,30021457,50003045,30021441,79787,40227930,3,-2778983870700.83,-6313296942.23822,3557614678030.9
50003047,30021461,50003048,30021462,79881,40227976,2,-1652914276.04571,-185615247.52186,-2404904691.64242
50003048,30021462,50003047,30021461,79787,40227979,3,-2715132230.25245,295253264.642727,-27634772849.4551
50003049,30021476,50003050,30021478,79787,40228143,3,-482469920893.061,95101976274.7143,-285009374695.697
50003050,30021478,50003049,30021476,79787,40228155,5,-1669744927.50056,492001627.541899,-3576135297.48746
50003051,30021440,50003052,30021442,79881,40227721,4,-237815742553.239,-59842184454.1809,299617716573.895
50003052,30021442,50003051,30021440,79787,40227725,3,-999985929.170629,-204278120.646166,1006625835.70329
50003053,30021467,50003054,30021469,79787,40228022,3,210311798392.099,1306007220.27914,94809875826.5004
50003054,30021469,50003053,30021467,79881,40228044,5,4735032536.42573,2566974508.34149,-11027304085.2058
50003055,30021484,50003056,30021485,79787,40228239,2,848401275140.832,121173925490.063,958547110417.429
50003056,30021485,50003055,30021484,79787,40228254,2,-610097081458.548,11736081958.5222,-419424234757.474
50003057,30021455,50003058,30021458,79787,40227881,3,53830300091.9268,-344667411.091733,119357977976.751
50003058,30021458,50003057,30021455,79787,40227942,4,999992083190.917,105072373429.039,-988588269240.596
50003059,30021451,50003060,30021469,79787,40227830,2,3685656097453.88,237507013845.153,3609212922239.76
50003060,30021469,50003059,30021451,79881,40228044,4,7279264155.01089,-344601009.051587,9874456447.88699
50003061,30021445,50003062,30021447,79787,40227740,4,-414358712362.363,-40484586061.7121,-1617328181.49388
50003062,30021447,50003061,30021445,79881,40227790,3,-3177088888892.25,133992455180.594,1008369995655.74
50003063,30019616,50003064,30019619,79787,40208543,3,-69505281350.204,329265572331.541,-1062243139735.48
50003064,30019619,50003063,30019616,79881,40208566,3,-315914268948.329,-55440148634.0565,145511346294.84
50003065,30019653,50003066,30019656,79881,40209000,2,1189785725075.33,-238242652031.247,1678323700956.45
50003066,30019656,50003065,30019653,79881,40209051,3,-4091309696942.19,-517798976692.088,3873113315107.93
50003067,30019645,50003068,30019652,79881,40208872,5,2545540263.94254,2248318823.49129,16109159770.503
50003068,30019652,50003067,30019645,79881,40208981,5,-399486455726.316,40291084668.1904,18471714825.2235
50003069,30019623,50003070,30019624,79787,40208627,2,1273728655873.71,-163828606781.373,1110253448757.82
50003070,30019624,50003069,30019623,79787,40208632,3,-264160683139.128,43214746010.8887,57877772953.0478
50003071,30019650,50003072,30019651,79881,40208968,5,-875816642060.14,44386731316.9063,305984928100.993
50003072,30019651,50003071,30019650,79881,40208977,4,-143129060404.945,-22625070862.3079,-25061938888.3564
50003073,30019616,50003074,30019621,79881,40208543,2,81309854992.9232,-385187073850.48,1242651406933.2
50003074,30019621,50003073,30019616,79787,40208594,3,-1371548749494.23,439631776928.776,-1055549833035.79
50003075,30019651,50003076,30019652,79787,40208977,5,50095963592.1955,8116710107.68933,138023316847.436
